,date_start,date_stop,hourly_stats_aggregated_by_advertiser_time_zone,account_id,account_name,account_currency,campaign_id,campaign_name,ad_id,ad_name,adset_id,adset_name,objective,spend,clicks,unique_clicks,unique_ctr,impressions,reach,actions,action_values,outbound_clicks,cpc,cpm,cpp,ctr,frequency,inline_link_click_ctr,inline_link_clicks,inline_post_engagement,mobile_app_purchase_roas,social_clicks,social_impressions,social_reach,total_action_value,total_actions,total_unique_actions,unique_inline_link_click_ctr,unique_link_clicks_ctr,unique_social_clicks
364,2018-02-13,2018-03-15,14:00:00 - 14:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359206,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.22,0,0,0,18,0,,,,0,12.222222,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
384,2018-02-13,2018-03-15,14:00:00 - 14:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359406,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,3.76,6,0,0,281,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '2'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '3'}, {'action_target_id': '1688107944630121', 'action_type': 'link_click', 'value': '6'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '1'}, {'action_target_id': '1688107944630121', 'action_type': 'page_engagement', 'value': '6'}, {'action_target_id': '1688107944630121', 'action_type': 'post_engagement', 'value': '6'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '6'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '0.67'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '0.67'}]","[{'action_target_id': '1688107944630121', 'action_type': 'outbound_click', 'value': '6'}]",0.626667,13.380783,0,2.135231,0,2.135231,6,6,,0,1,0,0.67,13,0,0,0,0
387,2018-02-13,2018-03-15,14:00:00 - 14:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679360206,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.34,0,0,0,28,0,,,,0,12.142857,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
374,2018-02-13,2018-03-15,14:00:00 - 14:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679364606,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.09,0,0,0,9,0,,,,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
371,2018-02-13,2018-03-15,14:00:00 - 14:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679369406,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.54,1,0,0,50,0,"[{'action_target_id': '1688107854630130', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107854630130', 'action_type': 'outbound_click', 'value': '1'}]",0.54,10.8,0,2,0,2,1,1,,0,1,0,0,1,0,0,0,0
377,2018-02-13,2018-03-15,14:00:00 - 14:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679369606,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.04,0,0,0,3,0,,,,0,13.333333,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
378,2018-02-13,2018-03-15,14:00:00 - 14:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679370006,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.33,1,0,0,26,0,"[{'action_target_id': '1688107854630130', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107854630130', 'action_type': 'outbound_click', 'value': '1'}]",0.33,12.692308,0,3.846154,0,3.846154,1,1,,0,1,0,0,1,0,0,0,0
361,2018-02-13,2018-03-15,14:00:00 - 14:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679370806,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.92,1,0,0,74,0,"[{'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '1'}]",0.92,12.432432,0,1.351351,0,1.351351,1,1,,0,0,0,0,1,0,0,0,0
382,2018-02-13,2018-03-15,14:00:00 - 14:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679371606,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.5,1,0,0,41,0,"[{'action_target_id': '1688107841296798', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107841296798', 'action_type': 'outbound_click', 'value': '1'}]",0.5,12.195122,0,2.439024,0,2.439024,1,1,,0,1,0,0,1,0,0,0,0
366,2018-02-13,2018-03-15,14:00:00 - 14:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679380406,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.04,0,0,0,2,0,,,,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
395,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261095006,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.34,0,0,0,17,0,,,,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
397,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261096406,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.04,0,0,0,2,0,,,,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
415,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261097006,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.22,0,0,0,12,0,,,,0,18.333333,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
398,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261097206,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.02,0,0,0,2,0,,,,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
409,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261107406,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.09,0,0,0,4,0,,,,0,22.5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
396,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261109006,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,11.37,24,0,0,705,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '32'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '8'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '29'}, {'action_target_id': '157655541008710', 'action_type': 'comment', 'value': '2'}, {'action_target_id': '157655541008710', 'action_type': 'like', 'value': '4'}, {'action_target_id': '1688107944630121', 'action_type': 'link_click', 'value': '24'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '9'}, {'action_target_id': '1688107944630121', 'action_type': 'post', 'value': '2'}, {'action_target_id': '157655541008710', 'action_type': 'post_reaction', 'value': '1'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '7'}, {'action_target_id': '1688107944630121', 'action_type': 'page_engagement', 'value': '26'}, {'action_target_id': '157655541008710', 'action_type': 'post_engagement', 'value': '3'}, {'action_target_id': '1688107944630121', 'action_type': 'post_engagement', 'value': '26'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '69'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '11.18'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '11.18'}]","[{'action_target_id': '1688107944630121', 'action_type': 'outbound_click', 'value': '24'}]",0.47375,16.12766,0,3.404255,0,3.404255,24,29,,0,7,0,11.18,111,0,0,0,0
408,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261109406,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.1,0,0,0,6,0,,,,0,16.666667,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
407,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261118206,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.46,1,0,0,20,0,"[{'action_target_id': '1688107814630134', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107814630134', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107814630134', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107814630134', 'action_type': 'outbound_click', 'value': '1'}]",0.46,23,0,5,0,5,1,1,,0,1,0,0,1,0,0,0,0
394,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261118406,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,1.11,2,0,0,64,0,"[{'action_target_id': '157655541008710', 'action_type': 'like', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'link_click', 'value': '2'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'page_engagement', 'value': '2'}, {'action_target_id': '1688107841296798', 'action_type': 'post_engagement', 'value': '2'}]",,"[{'action_target_id': '1688107841296798', 'action_type': 'outbound_click', 'value': '2'}]",0.555,17.34375,0,3.125,0,3.125,2,2,,0,0,0,0,3,0,0,0,0
392,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261119006,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.02,0,0,0,1,0,,,,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
403,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261125206,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.68,1,0,0,53,0,"[{'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '1'}]",0.68,12.830189,0,1.886792,0,1.886792,1,1,,0,0,0,0,1,0,0,0,0
414,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261127206,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.27,0,0,0,18,0,,,,0,15,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
412,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679347606,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,2.05,2,0,0,181,0,"[{'action_target_id': '157655541008710', 'action_type': 'comment', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '2'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '2'}, {'action_target_id': '157655541008710', 'action_type': 'post_engagement', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '2'}]",,"[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '2'}]",1.025,11.325967,0,1.104972,0,1.104972,2,3,,0,1,0,0,3,0,0,0,0
391,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679347806,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,1.24,1,0,0,119,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '1'}, {'action_target_id': '157655541008710', 'action_type': 'like', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '1'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'post_engagement', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '2'}]",,"[{'action_target_id': '1688107854630130', 'action_type': 'outbound_click', 'value': '1'}]",1.24,10.420168,0,0.840336,0,0.840336,1,1,,0,3,0,0,5,0,0,0,0
411,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679348606,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0,1,0,0,1,0,"[{'action_target_id': '1688107841296798', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107841296798', 'action_type': 'outbound_click', 'value': '1'}]",0,0,0,100,0,100,1,1,,0,0,0,0,1,0,0,0,0
393,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679349406,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.32,0,0,0,23,0,,,,0,13.913043,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
405,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679350406,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,5.69,5,0,0,469,0,"[{'action_target_id': '157655541008710', 'action_type': 'like', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '5'}, {'action_target_id': '157655541008710', 'action_type': 'post_reaction', 'value': '1'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '2'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '5'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '5'}, {'action_target_id': '157655541008710', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '5'}]",1.138,12.132196,0,1.066098,0,1.066098,5,6,,0,9,0,0,7,0,0,0,0
401,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359006,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.26,1,0,0,18,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '1'}]",,"[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '1'}]",0.26,14.444444,0,5.555556,0,5.555556,1,1,,0,0,0,0,3,0,0,0,0
416,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359206,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.19,0,0,0,16,0,,,,0,11.875,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
413,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359406,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,3.15,3,0,0,231,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '1'}, {'action_target_id': '1688107944630121', 'action_type': 'link_click', 'value': '3'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '1'}, {'action_target_id': '1688107944630121', 'action_type': 'page_engagement', 'value': '3'}, {'action_target_id': '1688107944630121', 'action_type': 'post_engagement', 'value': '3'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '2'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '0.55'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '0.55'}]","[{'action_target_id': '1688107944630121', 'action_type': 'outbound_click', 'value': '3'}]",1.05,13.636364,0,1.298701,0,1.298701,3,3,,0,2,0,0.55,6,0,0,0,0
417,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679360206,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.24,0,0,0,19,0,,,,0,12.631579,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
410,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679364606,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.05,0,0,0,4,0,,,,0,12.5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
399,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679369406,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,1.23,2,0,0,119,0,"[{'action_target_id': '1688107854630130', 'action_type': 'link_click', 'value': '2'}, {'action_target_id': '1688107854630130', 'action_type': 'page_engagement', 'value': '2'}, {'action_target_id': '1688107854630130', 'action_type': 'post_engagement', 'value': '2'}]",,"[{'action_target_id': '1688107854630130', 'action_type': 'outbound_click', 'value': '2'}]",0.615,10.336134,0,1.680672,0,1.680672,2,2,,0,1,0,0,2,0,0,0,0
404,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679369606,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.05,0,0,0,3,0,,,,0,16.666667,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
418,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679370006,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.52,1,0,0,39,0,"[{'action_target_id': '1688107854630130', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107854630130', 'action_type': 'outbound_click', 'value': '1'}]",0.52,13.333333,0,2.564103,0,2.564103,1,1,,0,0,0,0,1,0,0,0,0
406,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679370806,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,1.25,4,0,0,98,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '3'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '2'}, {'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '4'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '2'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '4'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '4'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '6'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '1.12'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '1.12'}]","[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '4'}]",0.3125,12.755102,0,4.081633,0,4.081633,4,4,,0,2,0,1.12,12,0,0,0,0
400,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679371606,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.76,1,0,0,72,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'post_engagement', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '2'}]",,"[{'action_target_id': '1688107841296798', 'action_type': 'outbound_click', 'value': '1'}]",0.76,10.555556,0,1.388889,0,1.388889,1,1,,0,0,0,0,4,0,0,0,0
402,2018-02-13,2018-03-15,15:00:00 - 15:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679380406,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.04,0,0,0,3,0,,,,0,13.333333,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
438,2018-02-13,2018-03-15,16:00:00 - 16:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261094806,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.02,0,0,0,2,0,,,,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
422,2018-02-13,2018-03-15,16:00:00 - 16:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261095006,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.42,0,0,0,21,0,,,,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
423,2018-02-13,2018-03-15,16:00:00 - 16:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261096406,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.18,1,0,0,10,0,"[{'action_target_id': '1688107814630134', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107814630134', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107814630134', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107814630134', 'action_type': 'outbound_click', 'value': '1'}]",0.18,18,0,10,0,10,1,1,,0,1,0,0,1,0,0,0,0
430,2018-02-13,2018-03-15,16:00:00 - 16:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261097006,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.49,1,0,0,36,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '3'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '4'}, {'action_target_id': '1688107854630130', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'post_engagement', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '8'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '4.43'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '4.43'}]","[{'action_target_id': '1688107854630130', 'action_type': 'outbound_click', 'value': '1'}]",0.49,13.611111,0,2.777778,0,2.777778,1,1,,0,0,0,4.43,10,0,0,0,0
424,2018-02-13,2018-03-15,16:00:00 - 16:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261097206,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.29,0,0,0,12,0,,,,0,24.166667,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
