,date_start,date_stop,hourly_stats_aggregated_by_advertiser_time_zone,account_id,account_name,account_currency,campaign_id,campaign_name,ad_id,ad_name,adset_id,adset_name,objective,spend,clicks,unique_clicks,unique_ctr,impressions,reach,actions,action_values,outbound_clicks,cpc,cpm,cpp,ctr,frequency,inline_link_click_ctr,inline_link_clicks,inline_post_engagement,mobile_app_purchase_roas,social_clicks,social_impressions,social_reach,total_action_value,total_actions,total_unique_actions,unique_inline_link_click_ctr,unique_link_clicks_ctr,unique_social_clicks
24,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261094806,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.02,0,0,0,1,0,,,,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
22,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261095006,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.06,0,0,0,2,0,,,,0,30,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
19,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261096406,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
8,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261097006,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.08,0,0,0,7,0,,,,0,11.428571,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
27,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261097206,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.05,0,0,0,2,0,,,,0,25,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
5,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261107406,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.01,0,0,0,1,0,,,,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
23,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261109006,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,12.43,31,0,0,941,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '31'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '6'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '23'}, {'action_target_id': '157655541008710', 'action_type': 'like', 'value': '2'}, {'action_target_id': '1688107944630121', 'action_type': 'link_click', 'value': '31'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '9'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '2'}, {'action_target_id': '1688107944630121', 'action_type': 'page_engagement', 'value': '31'}, {'action_target_id': '1688107944630121', 'action_type': 'post_engagement', 'value': '31'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '60'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '41.67'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '41.67'}]","[{'action_target_id': '1688107944630121', 'action_type': 'outbound_click', 'value': '31'}]",0.400968,13.209352,0,3.294368,0,3.294368,31,31,,0,11,0,41.67,102,0,0,0,0
20,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261109206,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.02,0,0,0,1,0,,,,0,20,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
0,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261109406,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.01,0,0,0,1,0,,,,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
28,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261118206,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.19,0,0,0,11,0,,,,0,17.272727,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
18,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261118406,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.14,0,0,0,11,0,,,,0,12.727273,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
3,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261125206,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.73,1,0,0,39,0,"[{'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '1'}]",0.73,18.717949,0,2.564103,0,2.564103,1,1,,0,0,0,0,1,0,0,0,0
26,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261127206,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.01,0,0,0,1,0,,,,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
15,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679347606,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,2.16,4,0,0,182,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '3'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '2'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '4'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '2'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '4'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '4'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '6'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '1.35'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '1.35'}]","[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '4'}]",0.54,11.868132,0,2.197802,0,2.197802,4,4,,0,3,0,1.35,12,0,0,0,0
13,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679347806,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,3.7,5,0,0,249,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '16'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '2'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '16'}, {'action_target_id': '1688107854630130', 'action_type': 'link_click', 'value': '5'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '2'}, {'action_target_id': '1688107854630130', 'action_type': 'page_engagement', 'value': '5'}, {'action_target_id': '1688107854630130', 'action_type': 'post_engagement', 'value': '5'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '34'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '31.05'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '31.05'}]","[{'action_target_id': '1688107854630130', 'action_type': 'outbound_click', 'value': '5'}]",0.74,14.859438,0,2.008032,0,2.008032,5,5,,0,2,0,31.05,41,0,0,0,0
16,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679348606,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,1.42,2,0,0,87,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '9'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '2'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '8'}, {'action_target_id': '1688107841296798', 'action_type': 'link_click', 'value': '2'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '1'}, {'action_target_id': '157655541008710', 'action_type': 'post_reaction', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'page_engagement', 'value': '2'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'post_engagement', 'value': '2'}, {'action_target_id': '157655541008710', 'action_type': 'post_engagement', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '19'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '17.94'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '17.94'}]","[{'action_target_id': '1688107841296798', 'action_type': 'outbound_click', 'value': '2'}]",0.71,16.321839,0,2.298851,0,2.298851,2,3,,0,2,0,17.94,23,0,0,0,0
10,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679349406,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.1,0,0,0,6,0,,,,0,16.666667,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
12,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679350406,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,4.51,8,0,0,427,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '6'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '2'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '4'}, {'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '8'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '4'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '8'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '8'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '12'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '3'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '3'}]","[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '8'}]",0.56375,10.562061,0,1.873536,0,1.873536,8,8,,0,4,0,3,24,0,0,0,0
14,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359006,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.02,0,0,0,4,0,,,,0,5,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
9,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359206,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,1.76,2,0,0,134,0,"[{'action_target_id': '1688107854630130', 'action_type': 'link_click', 'value': '2'}, {'action_target_id': '1688107854630130', 'action_type': 'page_engagement', 'value': '2'}, {'action_target_id': '1688107854630130', 'action_type': 'post_engagement', 'value': '2'}]",,"[{'action_target_id': '1688107854630130', 'action_type': 'outbound_click', 'value': '2'}]",0.88,13.134328,0,1.492537,0,1.492537,2,2,,0,1,0,0,2,0,0,0,0
1,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359406,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,7.09,11,0,0,437,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '6'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '2'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '6'}, {'action_target_id': '1688107944630121', 'action_type': 'link_click', 'value': '11'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '3'}, {'action_target_id': '1688107944630121', 'action_type': 'post', 'value': '2'}, {'action_target_id': '157655541008710', 'action_type': 'post_reaction', 'value': '1'}, {'action_target_id': '1688107944630121', 'action_type': 'page_engagement', 'value': '13'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107944630121', 'action_type': 'post_engagement', 'value': '13'}, {'action_target_id': '157655541008710', 'action_type': 'post_engagement', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '14'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '5.43'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '5.43'}]","[{'action_target_id': '1688107944630121', 'action_type': 'outbound_click', 'value': '11'}]",0.644545,16.224256,0,2.517162,0,2.517162,11,14,,0,6,0,5.43,31,0,0,0,0
4,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679360206,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.35,0,0,0,21,0,,,,0,16.666667,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
7,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679364606,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
21,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679369406,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.74,1,0,0,64,0,"[{'action_target_id': '157655541008710', 'action_type': 'like', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107854630130', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107854630130', 'action_type': 'outbound_click', 'value': '1'}]",0.74,11.5625,0,1.5625,0,1.5625,1,1,,1,1,0,0,2,0,0,0,0
25,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679369606,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.06,0,0,0,9,0,,,,0,6.666667,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679370006,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.18,0,0,0,18,0,,,,0,10,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
11,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679370806,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,2.74,2,0,0,204,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '2'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '2'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '2'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '2'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '4'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '0.62'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '0.62'}]","[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '2'}]",1.37,13.431373,0,0.980392,0,0.980392,2,2,,0,3,0,0.62,7,0,0,0,0
2,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679371606,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.13,1,0,0,8,0,"[{'action_target_id': '1688107841296798', 'action_type': 'link_click', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107841296798', 'action_type': 'post_engagement', 'value': '1'}]",,"[{'action_target_id': '1688107841296798', 'action_type': 'outbound_click', 'value': '1'}]",0.13,16.25,0,12.5,0,12.5,1,1,,0,0,0,0,1,0,0,0,0
17,2018-02-13,2018-03-15,00:00:00 - 00:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679380406,6088679346206,6088679346206,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.01,0,0,0,1,0,,,,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
36,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261107406,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.03,0,0,0,2,0,,,,0,15,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
30,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261109006,6088261081006,6088261081006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,2.76,5,0,0,220,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '4'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '2'}, {'action_target_id': '157655541008710', 'action_type': 'like', 'value': '1'}, {'action_target_id': '1688107944630121', 'action_type': 'link_click', 'value': '5'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '3'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107944630121', 'action_type': 'page_engagement', 'value': '5'}, {'action_target_id': '1688107944630121', 'action_type': 'post_engagement', 'value': '5'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '7'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '0.86'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '0.86'}]","[{'action_target_id': '1688107944630121', 'action_type': 'outbound_click', 'value': '5'}]",0.552,12.545455,0,2.272727,0,2.272727,5,5,,0,0,0,0.86,16,0,0,0,0
39,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261118206,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.08,0,0,0,5,0,,,,0,16,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
40,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261118406,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.16,0,0,0,9,0,,,,0,17.777778,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
42,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261125206,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.39,0,0,0,28,0,,,,0,13.928571,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
41,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088261078806,Parent App Android (Reg) USA 2/2018,6088261127206,6088261087006,6088261087006,Parent App Android (Reg) USA 2/2018,APP_INSTALLS,0.07,0,0,0,6,0,,,,0,11.666667,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
32,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679347606,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,1.43,0,0,0,133,0,,,,0,10.75188,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
31,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679347806,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.02,0,0,0,4,0,,,,0,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
35,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679348606,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
34,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679350406,6088679342406,6088679342406,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,4.81,8,0,0,469,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '40'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '6'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '40'}, {'action_target_id': '1688107964630119', 'action_type': 'link_click', 'value': '8'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '4'}, {'action_target_id': '157655541008710', 'action_type': 'post_reaction', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'page_engagement', 'value': '8'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107964630119', 'action_type': 'post_engagement', 'value': '8'}, {'action_target_id': '157655541008710', 'action_type': 'post_engagement', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '86'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '38.43'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '38.43'}]","[{'action_target_id': '1688107964630119', 'action_type': 'outbound_click', 'value': '8'}]",0.60125,10.255864,0,1.705757,0,1.705757,8,9,,0,5,0,38.43,99,0,0,0,0
29,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359006,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.18,0,0,0,10,0,,,,0,18,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0
38,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359206,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
44,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679359406,6088679345006,6088679345006,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,1.95,3,0,0,139,0,"[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_activate_app', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.fb_mobile_complete_registration', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '1'}, {'action_target_id': '1688107944630121', 'action_type': 'link_click', 'value': '3'}, {'action_target_id': '160703111189157', 'action_type': 'mobile_app_install', 'value': '1'}, {'action_target_id': '157655541008710', 'action_type': 'post_reaction', 'value': '1'}, {'action_target_id': '1688107944630121', 'action_type': 'page_engagement', 'value': '3'}, {'action_target_id': '157655541008710', 'action_type': 'page_engagement', 'value': '1'}, {'action_target_id': '1688107944630121', 'action_type': 'post_engagement', 'value': '3'}, {'action_target_id': '157655541008710', 'action_type': 'post_engagement', 'value': '1'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '3'}]","[{'action_target_id': '160703111189157', 'action_type': 'app_custom_event.other', 'value': '0.89'}, {'action_target_id': '160703111189157', 'action_type': 'app_custom_event', 'value': '0.89'}]","[{'action_target_id': '1688107944630121', 'action_type': 'outbound_click', 'value': '3'}]",0.65,14.028777,0,2.158273,0,2.158273,3,4,,0,3,0,0.89,8,0,0,0,0
43,2018-02-13,2018-03-15,01:00:00 - 01:59:59,1504283473119276,Active Ad Account,USD,6088679327006,Parent App Android (Reg) USA 3/1/2018,6088679360206,6088679343806,6088679343806,Parent App Android (Reg) USA 3/1/2018,APP_INSTALLS,0.02,0,0,0,2,0,,,,0,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
